,imdb_score,director_name,movie_title
1898,6.6,Ken Kwapis,The Sisterhood of the Traveling Pants
1463,6.5,Shekhar Kapur,The Four Feathers
3270,6.5,Joby Harold,Awake
1461,6.5,David Koepp,Premium Rush
3264,6.5,Emily Young,Veronika Decides to Die
3265,6.5,Peter Faiman,Crocodile Dundee
3441,6.5,Mitch Davis,The Other Side of Heaven
3281,6.5,Ari Sandel,The DUFF
1575,6.5,Tom Vaughan,Extraordinary Measures
3348,6.5,David Jacobson,Down in the Valley
3463,6.5,Peter Sollett,Freeheld
3306,6.5,Rick Famuyiwa,Brown Sugar
3322,6.5,Miguel Arteta,The Good Girl
1514,6.5,Scott Speer,Step Up Revolution
1517,6.5,Jonathan Hensleigh,The Punisher
1519,6.5,Boaz Yakin,Safe
3328,6.5,Matty Rich,The Inkwell
3451,6.5,Tim Chambers,The Mighty Macs
3370,6.5,David Webb Peoples,The Blood of Heroes
3647,6.5,Mike Flanagan,Oculus
3244,6.5,Hart Bochner,PCU
1996,6.5,Teddy Chan,Kung Fu Killer
1892,6.5,Baltasar Kormákur,Contraband
1903,6.5,Phillip Noyce,The Giver
1912,6.5,Guillaume Canet,Blood Ties
2901,6.5,Chris Rock,Top Five
2881,6.5,Anne Fletcher,Step Up
2880,6.5,Mike McCoy,Act of Valor
1964,6.5,Kimberly Peirce,Stop-Loss
1982,6.5,Atom Egoyan,Where the Truth Lies
2840,6.5,Michael Winterbottom,The Claim
2006,6.5,Herbert Ross,Footloose
1847,6.5,Tarsem Singh,Self/less
2816,6.5,John Stockwell,Crazy/Beautiful
2027,6.5,George Tillman Jr.,Faster
2772,6.5,Kenneth Lonergan,Margaret
2766,6.5,James Fargo,Caravans
2073,6.5,Steven Soderbergh,The Informant!
2746,6.5,David Twohy,A Perfect Getaway
2085,6.5,Gary Fleder,Homefront
2104,6.5,Peter Segal,My Fellow Americans
2691,6.5,Michael Haneke,Funny Games
1879,6.5,Scott Hicks,The Lucky One
1832,6.5,Paul Weitz,In Good Company
1623,6.5,Gary Winick,Letters to Juliet
1745,6.5,Shinji Aramaki,Harlock: Space Pirate
3231,6.5,James DeMonaco,The Purge: Anarchy
3229,6.5,Tom Holland,Child's Play
3200,6.5,William Phillips,Gunless
3176,6.5,Michael Radford,Elsa & Fred
3154,6.5,Derrick Borte,The Joneses
1699,6.5,Niels Arden Oplev,Dead Man Down
3142,6.5,Spike Lee,Bamboozled
3132,6.5,Jay Duplass,"Jeff, Who Lives at Home"
1718,6.5,Elizabeth Banks,Pitch Perfect 2
3107,6.5,Michael Patrick Jann,Drop Dead Gorgeous
1831,6.5,Michael Bay,Pain & Gain
3089,6.5,Spike Lee,Mo' Better Blues
1775,6.5,Robert B. Weide,How to Lose Friends & Alienate People
3073,6.5,Harry Elfont,Can't Hardly Wait
3069,6.5,Rowdy Herrington,Road House
3068,6.5,Joe Dante,Twilight Zone: The Movie
3056,6.5,Chuck Sheetz,Recess: School's Out
3029,6.5,Jon Kasdan,In the Land of Women
1819,6.5,Scott Frank,A Walk Among the Tombstones
1827,6.5,Wes Craven,Red Eye
3484,6.5,Gabriele Muccino,"Remember Me, My Love"
3789,6.5,Barry Skolnick,Mean Machine
3506,6.5,Ian Sharp,Tracker
4597,6.5,John Landis,The Kentucky Fried Movie
4586,6.5,Christopher Scott Cherot,Hav Plenty
4585,6.5,Jennifer Wynne Farmer,Naturally Native
4558,6.5,Rod Lurie,Deterrence
431,6.5,Sylvester Stallone,The Expendables
434,6.5,Todd Phillips,The Hangover Part II
444,6.5,Peter Segal,Get Smart
4509,6.5,Lori Petty,The Poker House
477,6.5,Dominic Sena,Swordfish
505,6.5,Cody Cameron,Cloudy with a Chance of Meatballs 2
517,6.5,Steven Spielberg,The Lost World: Jurassic Park
536,6.5,Bill Condon,Dreamgirls
543,6.5,James L. Brooks,Spanglish
4396,6.5,Walter Lang,The Blue Bird
573,6.5,M. Night Shyamalan,The Village
592,6.5,Antoine Fuqua,Olympus Has Fallen
4366,6.5,Rich Cowan,The Basket
4359,6.5,Leslie H. Martinson,Batman: The Movie
612,6.5,Gary McKendry,Killer Elite
4331,6.5,Pete Jones,Stolen Summer
4326,6.5,Brad Anderson,Session 9
4322,6.5,Roger Avary,Killing Zoe
391,6.5,George Miller,Happy Feet
4611,6.5,Alex Kendrick,Fireproof
651,6.5,Nora Ephron,You've Got Mail
4625,6.5,Greg Harrison,Groove
14,6.5,Gore Verbinski,The Lone Ranger
33,6.5,Tim Burton,Alice in Wonderland
4881,6.5,Ben Wheatley,Down Terrace
68,6.5,Rob Letterman,Monsters vs. Aliens
88,6.5,Brad Bird,Tomorrowland
4805,6.5,Nicolae Constantin Tanase,The World Is Mine
4803,6.5,Spike Lee,She's Gotta Have It
4793,6.5,Marianna Palka,Good Dick
4782,6.5,Ava DuVernay,Middle of Nowhere
4779,6.5,Lowell Sherman,She Done Him Wrong
179,6.5,David Soren,Turbo
187,6.5,Steven Spielberg,War of the Worlds
196,6.5,Eric Leighton,Dinosaur
4768,6.5,Ward Roberts,Little Big Top
4739,6.5,Maria Maggenti,The Incredibly True Adventure of Two Girls in Love
237,6.5,George Lucas,Star Wars: Episode I - The Phantom Menace
249,6.5,Roger Spottiswoode,Tomorrow Never Dies
252,6.5,Doug Liman,Mr. & Mrs. Smith
279,6.5,Dominic Sena,Gone in Sixty Seconds
4644,6.5,Sol Tryon,The Living Wake
4629,6.5,Morgan J. Freeman,Hurricane Streets
642,6.5,Scott Waugh,Need for Speed
683,6.5,Frank Miller,Sin City: A Dame to Kill For
1350,6.5,Gil Kenan,City of Ember
1070,6.5,Alan J. Pakula,The Pelican Brief
3810,6.5,Timur Bekmambetov,Night Watch
1095,6.5,Frank Coraci,Blended
1099,6.5,Oliver Stone,Savages
1100,6.5,David R. Ellis,Cellular
3786,6.5,Todd Solondz,Life During Wartime
1121,6.5,Barry Sonnenfeld,Big Trouble
3751,6.5,Nick Murphy,The Awakening
1142,6.5,Burr Steers,Charlie St. Cloud
1151,6.5,Frank Coraci,Here Comes the Boom
1153,6.5,Barbra Streisand,The Mirror Has Two Faces
1154,6.5,Mark Pellington,The Mothman Prophecies
1231,6.5,Iain Softley,The Skeleton Key
1242,6.5,Marc Lawrence,Music and Lyrics
1246,6.5,Joel Schumacher,8MM
1259,6.5,Roger Michell,Morning Glory
3587,6.5,Charles Matthau,Freaky Deaky
1290,6.5,Ken Kwapis,Big Miracle
1295,6.5,Malcolm D. Lee,Soul Men
1327,6.5,Robert Luketic,The Ugly Truth
3542,6.5,Jean-Jacques Mantello,Dolphins and Whales 3D: Tribes of the Ocean
1331,6.5,Kar-Wai Wong,The Grandmaster
1082,6.5,Roger Michell,Changing Lanes
3849,6.5,John Dahl,You Kill Me
727,6.5,Robert Redford,The Horse Whisperer
1042,6.5,Francis Ford Coppola,The Cotton Club
4203,6.5,Luc Besson,Subway
730,6.5,Jay Russell,Ladder 49
4198,6.5,Kelly Reichardt,Meek's Cutoff
4191,6.5,John Cameron Mitchell,Shortbus
743,6.5,Steven Zaillian,A Civil Action
4129,6.5,George Sidney,Bathing Beauty
800,6.5,Martin Campbell,Beyond Borders
4062,6.5,Susan Seidelman,Boynton Beach Club
864,6.5,Jon Turteltaub,Instinct
4002,6.5,Don Coscarelli,Phantasm II
912,6.5,Pierre Morel,From Paris with Love
914,6.5,Bobby Farrelly,"Me, Myself & Irene"
968,6.5,Howard Deutch,The Replacements
3945,6.5,Clark Gregg,Choke
978,6.5,Carl Franklin,Out of Time
3927,6.5,Robert Cary,Ira & Abby
984,6.5,Sam Raimi,For Love of the Game
988,6.5,Clint Eastwood,Hereafter
994,6.5,John McTiernan,Basic
996,6.5,Tom Tykwer,The International
3872,6.5,Jim Mickle,Stake Land
2680,6.5,Peter Kassovitz,Jakob the Liar
2458,6.5,Luke Greenfield,Let's Be Cops
2560,6.5,William Bindley,Madison
2499,6.5,Steven Shainberg,Fur: An Imaginary Portrait of Diane Arbus
2448,6.5,Cory Edwards,Hoodwinked!
2281,6.5,David Cronenberg,A Dangerous Method
2509,6.5,Todd Phillips,Road Trip
2189,6.5,John McNaughton,Wild Things
2563,6.5,James Gunn,Slither
2201,6.5,Michael Spierig,Daybreakers
2288,6.5,Paul Gross,Passchendaele
2343,6.5,Breck Eisner,The Crazies
2594,6.5,Ric Roman Waugh,Snitch
2482,6.5,Fede Alvarez,Evil Dead
2407,6.5,Miguel Arteta,Youth in Revolt
2309,6.5,Stephen Chow,CJ7
2348,6.5,Sean Anders,Sex Drive
3956,6.4,Eric Styles,Dreaming of Joseph Lees
373,6.4,Sydney Pollack,The Interpreter
4610,6.4,Blaz Zavrsnik,Julija in alfa Romeo
2491,6.4,Noel Marshall,Roar
3963,6.4,John Gulager,Feast
1687,6.4,Jee-woon Kim,The Last Stand
2588,6.4,James Watkins,The Woman in Black
2285,6.4,Todd Graff,Bandslam
3049,6.4,Stephen Herek,The Mighty Ducks
929,6.4,Donald Petrie,How to Lose a Guy in 10 Days
4595,6.4,Daniel Myrick,The Blair Witch Project
393,6.4,Wolfgang Petersen,Air Force One
2427,6.4,Woody Allen,Anything Else
909,6.4,David Dobkin,The Change-Up
887,6.4,Cameron Crowe,Elizabethtown
879,6.4,Steve Antin,Burlesque
877,6.4,James Bobin,Muppets Most Wanted
423,6.4,Frank Coraci,Click
2852,6.4,Benedek Fliegauf,Womb
1721,6.4,Edward Norton,Keeping the Faith
4622,6.4,Kurt Hale,The Singles Ward
983,6.4,James McTeigue,Ninja Assassin
1682,6.4,Craig Gillespie,Fright Night
2821,6.4,Bob Saget,Dirty Work
1122,6.4,Mike Newell,Love in the Time of Cholera
247,6.4,Shawn Levy,Night at the Museum
2202,6.4,Jim Field Smith,She's Out of My League
251,6.4,Steven Soderbergh,Ocean's Twelve
2256,6.4,Michel Gondry,Be Kind Rewind
1112,6.4,Susan Stroman,The Producers
3788,6.4,René Féret,Mozart's Sister
1617,6.4,Peter Segal,Naked Gun 33 1/3: The Final Insult
3250,6.4,Andrew Fleming,Hamlet 2
1096,6.4,Wayne Wang,Last Holiday
2510,6.4,Brian Robbins,Varsity Blues
289,6.4,Tony Scott,The Taking of Pelham 1 2 3
1050,6.4,Penny Marshall,Riding in Cars with Boys
1040,6.4,James Mangold,Kate & Leopold
1038,6.4,Jerry Zucker,Rat Race
1037,6.4,Daniel Espinosa,Child 44
4642,6.4,Gareth Edwards,Monsters
1019,6.4,Danny DeVito,Death to Smoochy
1007,6.4,Luc Besson,The Messenger: The Story of Joan of Arc
995,6.4,Clint Eastwood,Blood Work
2324,6.4,Scott Walker,The Frozen Ground
3928,6.4,Adam Rapp,Winter Passing
2634,6.4,Peter Atencio,Keanu
4562,6.4,Tommy Wirkola,Dead Snow
4064,6.4,Heidi Ewing,Freakonomics
438,6.4,Gary Winick,Charlotte's Web
593,6.4,Jonathan Frakes,Star Trek: Insurrection
1909,6.4,Andy Fickman,She's the Man
3022,6.4,Ray Lawrence,Jindabyne
4251,6.4,Michael Polish,Northfork
557,6.4,Kyle Balda,Minions
4257,6.4,Remo,ABCD (Any Body Can Dance)
671,6.4,Paul W.S. Anderson,Death Race
2927,6.4,Dean Israelite,Project Almanac
563,6.4,Judd Apatow,Funny People
668,6.4,John Milius,Red Dawn
2994,6.4,Norman Jewison,F.I.S.T.
662,6.4,Larry Charles,The Dictator
661,6.4,Mike Newell,Mona Lisa Smile
857,6.4,David Fincher,Alien 3
1839,6.4,James McTeigue,The Raven
657,6.4,Renny Harlin,Cliffhanger
2618,6.4,Wayne Wang,Because of Winn-Dixie
656,6.4,Clint Eastwood,Space Cowboys
2308,6.4,Kevin Reynolds,Rapa Nui
1853,6.4,Oliver Stone,W.
643,6.4,Nancy Meyers,What Women Want
2950,6.4,Anthony Russo,Welcome to Collinwood
628,6.4,Seth MacFarlane,Ted 2
2952,6.4,Vadim Perelman,The Life Before Her Eyes
623,6.4,Phil Alden Robinson,The Sum of All Fears
1811,6.4,Renny Harlin,Mindhunters
3031,6.4,Floyd Mutrux,There Goes My Baby
2909,6.4,Jake Schreier,Paper Towns
1810,6.4,Joel Schumacher,Flawless
441,6.4,Peter Segal,The Longest Yard
2863,6.4,Brian Koppelman,Solitary Man
1737,6.4,Robert Rodriguez,Once Upon a Time in Mexico
1966,6.4,Jonathan Kaplan,Brokedown Palace
853,6.4,Stuart Baird,Executive Decision
452,6.4,Dennis Dugan,Just Go with It
4538,6.4,Ramaa Mosley,The Brass Teapot
851,6.4,Robert Zemeckis,Death Becomes Her
4535,6.4,Jamie Babbit,The Quiet
2596,6.4,Robert Rodriguez,The Faculty
847,6.4,Frank Oz,Bowfinger
4487,6.4,Ti West,The House of the Devil
483,6.4,Lucile Hadzihalilovic,Evolution
820,6.4,Rob Cohen,DragonHeart
806,6.4,Rob Letterman,Goosebumps
1932,6.4,Sylvain White,The Losers
770,6.4,Stuart Baird,Star Trek: Nemesis
3448,6.4,George Hickenlooper,Factory Girl
2302,6.4,James Gray,The Yards
2469,6.4,Alexandre Aja,The Hills Have Eyes
4201,6.4,Jill Sprecher,Clockwatchers
722,6.4,Wes Ball,The Scorch Trials
4226,6.4,John Simpson,Freeze Frame
1131,6.4,George P. Cosmatos,Rambo: First Blood Part II
4649,6.4,Andrew Niccol,Good Kill
2520,6.4,John Singleton,Baby Boy
1545,6.4,Sam Raimi,The Quick and the Dead
2362,6.4,Nicholas Stoller,Neighbors
3358,6.4,Robert Moresco,10th & Wolf
2701,6.4,Neil Marshall,Centurion
2361,6.4,Ricky Gervais,The Invention of Lying
1272,6.4,Olivier Megaton,Colombiana
94,6.4,Jonathan Mostow,Terminator 3: Rise of the Machines
106,6.4,James Bobin,Alice Through the Looking Glass
3349,6.4,Michael Corrente,Brooklyn Rules
116,6.4,Peter Berg,Hancock
3656,6.4,Jesse Peretz,Our Idiot Brother
2093,6.4,Laurence Dunmore,The Libertine
1227,6.4,Nimród Antal,Predators
141,6.4,Roland Emmerich,White House Down
3664,6.4,Bruce Malmuth,Nighthawks
1215,6.4,Nicholas Stoller,Get Him to the Greek
1214,6.4,John Moore,Behind Enemy Lines
1526,6.4,Jon Turteltaub,Phenomenon
3325,6.4,James Ivory,The City of Your Final Destination
2083,6.4,Ethan Coen,"Hail, Caesar!"
2208,6.4,Jessica Bendinger,Stick It
3316,6.4,Wes Craven,New Nightmare
1210,6.4,Burr Steers,17 Again
1539,6.4,Joel Schumacher,The Number 23
2079,6.4,David Bowers,Diary of a Wimpy Kid: Dog Days
169,6.4,Hironobu Sakaguchi,Final Fantasy: The Spirits Within
1279,6.4,Sofia Coppola,Marie Antoinette
2697,6.4,Hsiao-Hsien Hou,The Assassin
87,6.4,Mike Mitchell,Shrek Forever After
1396,6.4,Robert Wise,Star Trek: The Motion Picture
2227,6.4,Frank Nissen,Pooh's Heffalump Movie
2655,6.4,Woody Allen,New York Stories
4910,6.4,Edward Burns,Newlyweds
3435,6.4,Michael Corrente,Outside Providence
1409,6.4,Randall Wallace,The Man in the Iron Mask
4905,6.4,Ash Baron-Cohen,Bang
2132,6.4,Tony Scott,Beverly Hills Cop II
1445,6.4,Mike Hodges,Flash Gordon
3481,6.4,Damian Nieman,Shade
38,6.4,Sam Raimi,Oz the Great and Powerful
3485,6.4,Ian Fitzgibbon,Perrier's Bounty
4884,6.4,Andrew Bujalski,Funny Ha Ha
3591,6.4,Gary Sinyor,Stiff Upper Lips
1373,6.4,Charles Martin Smith,Dolphin Tale 2
1372,6.4,Steve Pink,Hot Tub Time Machine
1348,6.4,Jeb Stuart,Switchback
1347,6.4,David Twohy,Riddick
3526,6.4,Walt Becker,Van Wilder: Party Liaison
1334,6.4,Yuefeng Song,Dragon Nest: Warriors' Dawn
3379,6.4,Anand Tucker,Shopgirl
1324,6.4,Peter Segal,Grudge Match
4860,6.4,Bruno Barreto,Gabriela
3561,6.4,Patrick Stettner,The Business of Strangers
1488,6.4,Bille August,Smilla's Sense of Snow
171,6.4,Michael Apted,The World Is Not Enough
609,6.4,Måns Mårlind,Underworld: Awakening
2077,6.4,Susanna White,Our Kind of Traitor
1571,6.4,J.B. Rogers,American Pie 2
4734,6.4,Craig Zobel,Compliance
1177,6.4,Bruce Beresford,Double Jeopardy
2349,6.4,Anand Tucker,Leap Year
1179,6.4,Luc Besson,Lucy
3706,6.4,Dan Rush,Everything Must Go
2061,6.4,John Pasquin,The Santa Clause
4744,6.4,Emma-Kate Croghan,Love and Other Catastrophes
216,6.4,Roland Emmerich,The Day After Tomorrow
4733,6.4,Jack Perez,Some Guy Who Kills People
203,6.4,Matt Birch,Harry Potter and the Deathly Hallows: Part I
1188,6.4,Ken Kwapis,He's Just Not That Into You
1570,6.4,Dennis Dugan,Big Daddy
206,6.4,Carlos Saldanha,Rio 2
3696,6.4,Jon Favreau,Made
2352,6.4,Daniel Barnz,Won't Back Down
218,6.4,Wolfgang Petersen,The Perfect Storm
2738,6.4,Phyllida Lloyd,The Iron Lady
2076,6.4,Ken Scott,Delivery Man
4781,6.4,David G. Evans,The Grace Card
190,6.4,Phillip Noyce,Salt
4269,6.3,Vera Farmiga,Higher Ground
3522,6.3,Gary Hardwick,The Brothers
3016,6.3,John Turturro,Romance & Cigarettes
4259,6.3,John Laing,Abandoned
1618,6.3,John Glen,A View to a Kill
699,6.3,Josh Gordon,Blades of Glory
1559,6.3,Ariel Vromen,Criminal
1055,6.3,P.J. Hogan,My Best Friend's Wedding
1065,6.3,Olivier Megaton,Taken 2
1557,6.3,Nanette Burstein,Going the Distance
1367,6.3,Les Mayfield,Blue Streak
1809,6.3,Ronny Yu,Formula 51
1465,6.3,Richard Loncraine,Wimbledon
702,6.3,Jay Roach,Meet the Fockers
3388,6.3,Michael Winterbottom,Code 46
4237,6.3,James Cox,Highway
1089,6.3,Ron Shelton,Tin Cup
710,6.3,Simon West,The General's Daughter
3030,6.3,Léa Pool,The Blue Butterfly
1094,6.3,Russell Mulcahy,Resident Evil: Extinction
688,6.3,David Bowers,Astro Boy
4287,6.3,Steven R. Monroe,I Spit on Your Grave
1453,6.3,Tommy O'Haver,Ella Enchanted
1843,6.3,Michael Cohn,Snow White: A Tale of Terror
4344,6.3,Dave Rodriguez,Once Upon a Time in Queens
4332,6.3,Bruce Campbell,My Name Is Bruce
3445,6.3,Jay Duplass,Cyrus
1125,6.3,Oliver Parker,Johnny English Reborn
1152,6.3,Carl Franklin,High Crimes
3454,6.3,Dick Richards,March or Die
3456,6.3,Sofia Coppola,Somewhere
1581,6.3,Steve Oedekerk,Ace Ventura: When Nature Calls
1411,6.3,Kevin Munroe,TMNT
2460,6.3,Jay Chandrasekhar,Beerfest
1408,6.3,Tarsem Singh,The Cell
1405,6.3,Frank Oz,In & Out
4283,6.3,David Hunt,Living Dark: The Story of Ted the Caver
1400,6.3,Judd Apatow,Trainwreck
2258,6.3,John Hillcoat,Triple 9
2307,6.3,Andrew Jarecki,All Good Things
666,6.3,McG,This Means War
1565,6.3,Frank Marshall,Arachnophobia
4288,6.3,Mark Illsley,"Happy, Texas"
745,6.3,Michael Caton-Jones,The Jackal
1562,6.3,Lewis Gilbert,Moonraker
2998,6.3,Brendan Malloy,Out Cold
1097,6.3,Curtis Hanson,The River Wild
3488,6.3,Rachel Perkins,Bran Nue Dae
3841,6.3,Alfred Hitchcock,Topaz
4153,6.3,Patricia Cardoso,Lies in Plain Sight
2174,6.3,Anton Corbijn,The American
3192,6.3,Paul Schrader,Adam Resurrected
3877,6.3,Julian Gilbey,A Lonely Place to Die
1602,6.3,David Frankel,Hope Springs
1735,6.3,Lee Tamahori,Along Came a Spider
1512,6.3,Jeremy Degruson,Thunder and the House of Magic
2248,6.3,Michael O. Sajbel,One Night with the King
1548,6.3,Miguel Sapochnik,Repo Men
3878,6.3,Vincenzo Natali,Nothing
858,6.3,Alan Parker,Evita
3887,6.3,Mark Griffiths,How to Fall in Love
2188,6.3,Todd Strauss-Schulson,A Very Harold & Kumar 3D Christmas
1223,6.3,Sean Anders,Horrible Bosses 2
4024,6.3,David Nixon,Letters to God
874,6.3,Ron Maxwell,Gods and Generals
746,6.3,John Woo,Paycheck
905,6.3,Phyllida Lloyd,Mamma Mia!
3676,6.3,Steve Carver,Lone Wolf McQuade
990,6.3,Richard Donner,Assassins
3324,6.3,Troy Duffy,The Boondock Saints II: All Saints Day
3145,6.3,Noah Baumbach,While We're Young
925,6.3,Adam McKay,Anchorman 2: The Legend Continues
3151,6.3,Rakesh Roshan,Krrish
1544,6.3,Louis Leterrier,Transporter 2
3691,6.3,Guy Hamilton,Force 10 from Navarone
3171,6.3,Stuart Gordon,Edmond
956,6.3,Gary Fleder,Don't Say a Word
973,6.3,Joe Dante,Gremlins 2: The New Batch
3117,6.3,Miguel Arteta,Cedar Rapids
3622,6.3,Jon Wright,Grabbers
3867,6.3,Barry Levinson,An Everlasting Piece
3352,6.3,David Leland,The Land Girls
3060,6.3,John Erick Dowdle,Devil
755,6.3,Jean-Pierre Jeunet,Alien: Resurrection
3579,6.3,Stefan Ruzowitzky,Deadfall
771,6.3,Joel Coen,Intolerable Cruelty
4122,6.3,Danny Perez,Antibirth
1164,6.3,Sngmoo Lee,The Warrior's Way
1291,6.3,Ulu Grosbard,The Deep End of the Ocean
814,6.3,Shawn Levy,The Internship
2186,6.3,Kevin Reynolds,Risen
1489,6.3,Brian De Palma,Femme Fatale
2269,6.3,Michael Lembeck,Connie and Carla
821,6.3,Brett Ratner,After the Sunset
4097,6.3,Don Taylor,Escape from the Planet of the Apes
835,6.3,Jesse Dylan,American Wedding
837,6.3,Shawn Levy,Date Night
1755,6.3,Scott Hicks,No Reservations
3712,6.3,Fenton Bailey,Party Monster
850,6.3,Andrey Konchalovskiy,Tango & Cash
3109,6.3,Peter Berg,Very Bad Things
2503,6.3,Joe Nussbaum,Sydney White
3863,6.3,Robert Lee King,Psycho Beach Party
3864,6.3,Kevin Allen,The Big Tease
1668,6.3,Jean-François Richet,Assault on Precinct 13
611,6.3,Gregory Hoblit,Hart's War
1027,6.3,Renny Harlin,The Adventures of Ford Fairlane
2217,6.3,Shana Feste,Endless Love
3446,6.3,Kevin Brodie,A Dog of Flanders
2351,6.3,Michael Dowse,Take Me Home Tonight
231,6.3,James Mangold,Knight and Day
2768,6.3,Alain Resnais,Wild Grass
4861,6.3,Lena Dunham,Tiny Furniture
561,6.3,Clay Kaytis,The Angry Birds Movie
4473,6.3,Gia Coppola,Palo Alto
110,6.3,Michael Apted,The Chronicles of Narnia: The Voyage of the Dawn Treader
2690,6.3,Antonio Banderas,Crazy in Alabama
2685,6.3,Woody Allen,You Will Meet a Tall Dark Stranger
4601,6.3,Richard Montoya,Water & Power
1931,6.3,Lasse Hallström,Dear John
2818,6.3,Michael Polish,The Astronaut Farmer
2384,6.3,Francis Ford Coppola,Peggy Sue Got Married
2354,6.3,Robert Altman,Kansas City
2931,6.3,Christopher Guest,For Your Consideration
2932,6.3,Woody Allen,Celebrity
2112,6.3,Brian Robbins,Hardball
4877,6.3,Bradley Rust Gray,The Exploding Girl
4799,6.3,Rania Attieh,H.
41,6.3,John Lasseter,Cars 2
4887,6.3,Uwe Boll,Rampage
2051,6.3,Jon Cassar,Forsaken
49,6.3,Bryan Singer,Jack the Giant Slayer
152,6.3,Robert Zemeckis,Beowulf
2786,6.3,Jonathan Glazer,Under the Skin
2162,6.3,Jun Falkenstein,The Tigger Movie
2914,6.3,Jason Reitman,Young Adult
448,6.3,Chris Wedge,Robots
245,6.3,Dave Green,Teenage Mutant Ninja Turtles: Out of the Shadows
4697,6.3,Harry Beaumont,The Broadway Melody
53,6.3,Michael Bay,Transformers: Dark of the Moon
1910,6.3,Steve Bendelack,Mr. Bean's Holiday
4678,6.3,Oren Peli,Paranormal Activity
1960,6.3,Pascal Chaumeil,A Perfect Plan
2834,6.3,Atom Egoyan,Chloe
2450,6.3,Xavier Gens,Hitman
600,6.3,Oliver Stone,Wall Street: Money Never Sleeps
4809,6.3,Gary Winick,Tadpole
485,6.3,Jonathan Mostow,Surrogates
602,6.3,Edward Zwick,The Siege
85,6.3,Carl Rinsch,47 Ronin
2012,6.3,Neil LaBute,Nurse Betty
482,6.3,Tim Burton,Mars Attacks!
2098,6.3,Rowan Joffe,Before I Go to Sleep
4357,6.3,Mathieu Amalric,The Blue Room
4582,6.3,Caryn Waechter,The Sisterhood of Night
4493,6.3,Becky Smith,16 to Life
4570,6.3,Ben Wheatley,Kill List
321,6.3,Stephen Sommers,The Mummy Returns
4913,6.3,Benjamin Roberds,A Plague So Pleasant
4914,6.3,Daniel Hsia,Shanghai Calling
339,6.3,Wally Pfister,Transcendence
460,6.3,Joe Pytka,Space Jam
601,6.3,Gary Shore,Dracula Untold
2946,6.3,Ira Sachs,Married Life
1934,6.3,Philip G. Atwell,War
4856,6.3,Daniel Schechter,Supporting Characters
253,6.3,Robert Schwentke,Insurgent
2635,6.3,Shana Feste,Country Strong
2638,6.3,Roger Donaldson,The November Man
4756,6.3,Hilary Brougher,The Sticky Fingers of Time
2371,6.3,Thomas Bezucha,The Family Stone
2875,6.3,Tim Story,Barbershop
4907,6.3,Neill Dela Llana,Cavite
389,6.3,Jan de Bont,Twister
2107,6.3,Woody Allen,To Rome with Love
2246,6.2,Mark Neveldine,Crank: High Voltage
134,6.2,Tim Burton,Dark Shadows
1245,6.2,Wes Craven,Scream 4
4564,6.2,Clark Baker,Vessel
4042,6.2,Conor McPherson,The Eclipse
4056,6.2,Monte Hellman,Iguana
4045,6.2,Lance Kawas,The Deported
3869,6.2,Anne Fontaine,Adore
3732,6.2,Paul Andrew Williams,The Cottage
4057,6.2,Brian Caunter,Chicago Overcoat
2595,6.2,Michael Dougherty,Krampus
1273,6.2,Frederik Du Chau,The Magic Sword: Quest for Camelot
2345,6.2,Alan Yuen,Firestorm
2052,6.2,Stephen Frears,Chéri
4505,6.2,Randall Rubin,Jimmy and Judy
3812,6.2,Bob Clark,Porky's
3617,6.2,Collin Schiffli,Animals
2629,6.2,Michael Mayer,Flicka
1253,6.2,Bobby Farrelly,Fever Pitch
1067,6.2,Donald Petrie,Miss Congeniality
410,6.2,John McTiernan,Last Action Hero
2865,6.2,George Hickenlooper,Casino Jack
1968,6.2,Richard Benjamin,Mrs. Winterbourne
3727,6.2,Brian De Palma,Redacted
3626,6.2,Rohan Sippy,Dum Maaro Dum
3726,6.2,M. Night Shyamalan,The Visit
3158,6.2,John Turturro,Illuminata
3724,6.2,Morgan J. Freeman,Desert Blue
1010,6.2,Costa-Gavras,Mad City
4669,6.2,Lloyd Kaufman,Poultrygeist: Night of the Chicken Dead
3175,6.2,Rafa Lara,"Cinco de Mayo, La Batalla"
4787,6.2,Adam Rifkin,Shooting the Warwicks
2277,6.2,Glen Morgan,Willard
198,6.2,Shawn Levy,Night at the Museum: Secret of the Tomb
991,6.2,Peter Webber,Hannibal Rising
3703,6.2,Jerry Belson,Jekyll and Hyde... Together Again
4760,6.2,Tom Seidman,The Christmas Bunny
2054,6.2,Mira Nair,Vanity Fair
3300,6.2,Ron Howard,Splash
1173,6.2,David Frankel,The Big Year
891,6.2,Steven Zaillian,All the King's Men
4638,6.2,Justin Lin,Finishing the Game: The Search for a New Bruce Lee
2642,6.2,Andrew Dominik,Killing Them Softly
1018,6.2,Richard LaGravenese,Beautiful Creatures
2013,6.2,Grant Heslov,The Men Who Stare at Goats
1664,6.2,Nicholas Stoller,The Five-Year Engagement
2017,6.2,Tim Hill,Muppets from Space
4664,6.2,Michael Herz,The Toxic Avenger
4727,6.2,Paul Bartel,Death Race 2000
228,6.2,José Padilha,RoboCop
1874,6.2,Ivan Reitman,No Strings Attached
976,6.2,Alexander Witt,Resident Evil: Apocalypse
1582,6.2,Garry Marshall,The Princess Diaries
3681,6.2,King Vidor,Solomon and Sheba
